,UserId,Rating,BusinessId
66,tAKjY3bQXH51msJbOHYPmQ,2,fNGIbpazjTRdXgwRY_NIXA
67,NwAlaSEjsWiiZlqnBOm1fA,5,fNGIbpazjTRdXgwRY_NIXA
68,aOHQ9MlorpvL71Y6qC9v2A,5,fNGIbpazjTRdXgwRY_NIXA
69,c67-0jrGj8tcW7M7TzqsqQ,4,fNGIbpazjTRdXgwRY_NIXA
70,L_aMQmKqw5TTcWRYGI2CAQ,5,fNGIbpazjTRdXgwRY_NIXA
71,PrMlXX6fbMsJie9ausN41g,3,b9WZJp5L1RZr4F1nxclOoQ
72,FNbm3ycU2BF8C17UFfWzOg,4,b9WZJp5L1RZr4F1nxclOoQ
73,EtSjuNdguCE9AcmCOVYqxw,5,b9WZJp5L1RZr4F1nxclOoQ
74,l-KVyeKBFWpAttOKBcM07A,4,b9WZJp5L1RZr4F1nxclOoQ
75,dxJK0ZLxRsQY16-wwKjzIQ,5,b9WZJp5L1RZr4F1nxclOoQ
76,gl46Pxc4OzLai8JVyxUIwA,5,b9WZJp5L1RZr4F1nxclOoQ
77,tgKy3r3vI7xMO8ZPh86M3Q,4,b9WZJp5L1RZr4F1nxclOoQ
78,Yv0JrZLmUWBmsWwaxuRQtg,5,b9WZJp5L1RZr4F1nxclOoQ
79,ei4yFnLZMJkxm49KC5Jtww,5,b9WZJp5L1RZr4F1nxclOoQ
80,9cCTmiJ7hz35rHIdr8n9kA,5,b9WZJp5L1RZr4F1nxclOoQ
81,ob2NmltzrzoNBRDfJqitlg,4,b9WZJp5L1RZr4F1nxclOoQ
82,LgkDx-_5hoNlBrNezwyTtA,4,b9WZJp5L1RZr4F1nxclOoQ
83,bcwr1bFov3PSa1FiGfpc9g,4,b9WZJp5L1RZr4F1nxclOoQ
84,AY-W59xCVPDaCaOKJOQUhw,5,b9WZJp5L1RZr4F1nxclOoQ
85,q7MrNVt1FE23rwtWmPYWHg,3,b9WZJp5L1RZr4F1nxclOoQ
86,gcjQt9J7TdnMhZGwDHuXcA,5,b9WZJp5L1RZr4F1nxclOoQ
87,irPsx5KWCwVX44AlSltXXA,5,b9WZJp5L1RZr4F1nxclOoQ
88,1giup8Tfm44sYcFoN3PmwQ,5,b9WZJp5L1RZr4F1nxclOoQ
89,9Ify25DK87s5_u2EhK0_Rg,5,b9WZJp5L1RZr4F1nxclOoQ
90,GwcBPWbgjegIxXViOdSuVg,5,b9WZJp5L1RZr4F1nxclOoQ
91,Nhvkukz5MECqEUQVfh6A6w,4,b9WZJp5L1RZr4F1nxclOoQ
92,fFXsUH9uLapH_BopOIBKHA,5,b9WZJp5L1RZr4F1nxclOoQ
93,1VMTfE5MlQyDIRGWDSNsvA,4,b9WZJp5L1RZr4F1nxclOoQ
94,rGuk1S7MIU8M9ZE2mulVsg,5,b9WZJp5L1RZr4F1nxclOoQ
95,ElHMvz-1_xfOl_noq_2Utg,5,b9WZJp5L1RZr4F1nxclOoQ
96,GYSqprhDteK52ILOBaFCIQ,5,b9WZJp5L1RZr4F1nxclOoQ
97,Dg9xy4ZbsteCBUL_sjaNKA,4,b9WZJp5L1RZr4F1nxclOoQ
98,PShxCNSE1_YmNDJOFzyTRA,5,b9WZJp5L1RZr4F1nxclOoQ
99,HzB5eZLSabmOUDc3ItgIcQ,5,b9WZJp5L1RZr4F1nxclOoQ
100,f6sXlAT1R6F5NMIAeUHpXQ,5,b9WZJp5L1RZr4F1nxclOoQ
